run_id,model_id,quant,suite,repair,git_ref,verdict_source,task_id,passed,failure_tags,steps,total_tokens,trajectory_success,interface_variant,seed,temperature,tier
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_001_arith,0,no_json_found;unknown_action;wrong_final_answer;wrong_tool_order,7,9260,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_002,0,no_json_found,6,8628,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_003,0,no_json_found;wrong_tool_order,3,3569,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_004,1,,5,7027,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_004_arith,0,wrong_final_answer,5,7020,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_005,1,,5,7090,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_005_arith,0,final_answer_missing;no_json_found;schema_violation,8,12381,0,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_006,0,final_answer_missing;unknown_action;wrong_tool_order,6,7728,0,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_006_arith,0,final_answer_missing;unknown_action;wrong_tool_order,6,7728,0,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_007,0,wrong_tool_order,1,1149,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_007_arith,0,wrong_final_answer;wrong_tool_order,1,1147,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_008,0,no_json_found,8,13228,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_009,0,unknown_action;wrong_tool_order,4,6611,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_010,1,,5,6975,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_010_arith,1,,5,6975,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_011,0,unknown_action;wrong_tool_order,4,4710,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_012,0,final_answer_missing;no_json_found;wrong_tool_order,6,8434,0,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_013,0,no_json_found,5,6311,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_014,0,no_json_found,4,5537,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_015,1,,3,3776,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_016,0,no_json_found;wrong_tool_order,3,3673,1,PL_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_001,0,unknown_action;wrong_tool_order,3,4267,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_001_arith,0,unknown_action;wrong_final_answer;wrong_tool_order,3,4750,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_002,0,unknown_action;wrong_tool_order,3,3703,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_003,0,wrong_tool_order,3,5905,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_003_arith,0,unknown_action;wrong_final_answer,8,11783,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_004,1,,3,5210,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_004_arith,1,,3,4695,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_005,1,,4,7853,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_005_arith,0,final_answer_missing;schema_violation;unknown_action;wrong_tool_order,8,19640,0,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_006,0,wrong_tool_order,4,9928,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_007,0,unknown_action;wrong_tool_order,2,2529,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_008,0,unknown_action;wrong_tool_order,8,13315,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_009,0,unknown_action;wrong_tool_order,3,6186,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_010,1,,6,13172,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_011,0,wrong_tool_order,3,5564,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_012,0,invalid_json;no_json_found;unknown_action;wrong_tool_order,9,21855,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_013,0,invalid_json;unknown_action;wrong_final_answer;wrong_tool_order,7,10878,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed1,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_014,1,,6,15676,1,EN_EN,1,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_001,1,,2,2291,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_002,1,,3,3521,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_003,1,,2,2182,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_004a,1,,2,2209,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_004b,0,expected_tool_not_called;unknown_action,3,3708,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_005,1,,4,4878,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_006,1,,3,3674,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_007,1,,2,2183,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_008,1,,3,3617,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_009a,0,final_answer_missing;no_json_found,5,6177,0,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_009b,1,,2,2291,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_010,1,,1,1207,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_011,1,,2,2361,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_012,1,,2,2226,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_013,1,,4,5869,1,PL_EN,2,0.7,easy
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L0_a,0,unexpected_tool_call,2,2300,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L0_b,0,no_json_found;unexpected_tool_call,4,5022,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L0_c,0,unexpected_tool_call;wrong_final_answer,2,2603,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L1_a,1,,4,5239,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L1_b,1,,4,5251,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L1_c,1,,4,5230,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L2_a,0,wrong_final_answer;wrong_tool_order,2,2535,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L2_b,0,wrong_tool_order,2,2544,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L2_c,0,invalid_json;schema_violation,6,8646,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L3_a,0,final_answer_missing;invalid_json,8,12700,0,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L3_b,0,invalid_json;unknown_action,8,12660,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_arith_L3_c,1,,7,10816,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_001,0,final_answer_missing;invalid_json,8,12700,0,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_001_arith,0,invalid_json;wrong_final_answer,7,10704,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_002,1,,5,6965,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_003,1,,3,3529,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_004,1,,8,12792,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_004_arith,0,invalid_json;unknown_action,8,12660,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_005,1,,7,10816,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_005_arith,1,,7,10816,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_006,1,,3,3496,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_006_arith,1,,3,3502,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_007,1,,6,8817,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_007_arith,1,,6,8817,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_008,0,unknown_action;wrong_tool_order,6,9069,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_009,1,,6,9118,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_010,1,,8,12723,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_010_arith,1,,8,12723,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_011,1,,3,3504,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_012,1,,3,3634,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_013,1,,3,3540,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_014,0,no_json_found,5,6714,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_015,1,,3,3542,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_016,0,wrong_tool_order,2,2301,1,PL_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_001,1,,5,6706,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_001_arith,1,,5,6706,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_002,1,,3,3467,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_003,0,wrong_tool_order,2,2697,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_003_arith,0,wrong_final_answer;wrong_tool_order,2,2687,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_004,1,,3,3464,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_004_arith,1,,3,3464,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_005,1,,5,6732,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_005_arith,1,,5,6732,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_006,1,,6,8576,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_007,0,wrong_tool_order,2,2606,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_008,0,unknown_action;wrong_tool_order,5,6820,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_009,0,wrong_tool_order,1,1253,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_010,0,wrong_tool_order,1,1133,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_011,0,wrong_tool_order,1,1150,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_012,1,,7,11980,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_013,0,wrong_tool_order,6,12888,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed2,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,v3_chain_en_014,1,,6,10762,1,EN_EN,2,0.7,hard
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_001,1,,2,2291,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_002,1,,3,3521,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_003,1,,2,2182,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_004a,1,,2,2204,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_004b,0,expected_tool_not_called;unknown_action,3,3723,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_005,1,,2,2255,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_006,1,,3,3635,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_007,1,,2,2196,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_008,1,,3,3606,1,PL_EN,3,0.7,easy
v3_11b_variance_2026-07-29__q3_seed3,bielik-11b-v3,Q3_K_M,main67,off,e584b38,run.log,adv_009a,0,no_json_found,5,6368,1,PL_EN,3,0.7,easy
