run_id,model_id,quant,suite,repair,git_ref,verdict_source,task_id,passed,failure_tags,steps,total_tokens,trajectory_success,interface_variant,seed,temperature,rung,instance
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_a,0,wrong_final_answer,2,1985,1,PL_EN,42,0.0,L1,a
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_b,0,wrong_final_answer,2,1998,1,PL_EN,42,0.0,L1,b
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_c,0,wrong_final_answer,2,1975,1,PL_EN,42,0.0,L1,c
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_d,0,wrong_final_answer,2,1981,1,PL_EN,42,0.0,L1,d
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_e,0,wrong_final_answer,2,1995,1,PL_EN,42,0.0,L1,e
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_f,0,wrong_final_answer,2,2000,1,PL_EN,42,0.0,L1,f
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_g,0,wrong_final_answer,2,1991,1,PL_EN,42,0.0,L1,g
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_h,0,wrong_final_answer,2,1992,1,PL_EN,42,0.0,L1,h
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_i,0,wrong_final_answer,2,1998,1,PL_EN,42,0.0,L1,i
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L1_j,0,wrong_final_answer,2,1992,1,PL_EN,42,0.0,L1,j
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_a,0,wrong_final_answer;wrong_tool_order,2,2018,1,PL_EN,42,0.0,L2,a
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_b,0,wrong_final_answer;wrong_tool_order,2,2028,1,PL_EN,42,0.0,L2,b
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_c,0,wrong_final_answer;wrong_tool_order,2,2003,1,PL_EN,42,0.0,L2,c
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_d,0,wrong_final_answer;wrong_tool_order,2,2030,1,PL_EN,42,0.0,L2,d
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_e,0,wrong_final_answer;wrong_tool_order,2,2029,1,PL_EN,42,0.0,L2,e
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_f,0,wrong_final_answer;wrong_tool_order,2,2041,1,PL_EN,42,0.0,L2,f
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_g,0,wrong_final_answer;wrong_tool_order,2,2023,1,PL_EN,42,0.0,L2,g
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_h,0,wrong_final_answer;wrong_tool_order,2,2034,1,PL_EN,42,0.0,L2,h
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_i,0,wrong_final_answer;wrong_tool_order,3,3222,1,PL_EN,42,0.0,L2,i
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L2_j,0,wrong_final_answer;wrong_tool_order,2,2023,1,PL_EN,42,0.0,L2,j
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_a,0,wrong_final_answer;wrong_tool_order,1,976,1,PL_EN,42,0.0,L3N,a
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_b,0,wrong_final_answer;wrong_tool_order,1,1028,1,PL_EN,42,0.0,L3N,b
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_c,0,wrong_final_answer;wrong_tool_order,1,966,1,PL_EN,42,0.0,L3N,c
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_d,0,wrong_final_answer;wrong_tool_order,1,1020,1,PL_EN,42,0.0,L3N,d
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_e,0,wrong_final_answer;wrong_tool_order,1,982,1,PL_EN,42,0.0,L3N,e
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_f,0,wrong_final_answer;wrong_tool_order,1,983,1,PL_EN,42,0.0,L3N,f
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_g,0,wrong_final_answer;wrong_tool_order,4,4702,1,PL_EN,42,0.0,L3N,g
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_h,0,wrong_final_answer;wrong_tool_order,4,4709,1,PL_EN,42,0.0,L3N,h
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_i,0,final_answer_missing;schema_violation;wrong_tool_order,8,10052,0,PL_EN,42,0.0,L3N,i
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3N_j,0,wrong_final_answer;wrong_tool_order,1,1060,1,PL_EN,42,0.0,L3N,j
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3T_a,0,wrong_final_answer;wrong_tool_order,4,4670,1,PL_EN,42,0.0,L3T,a
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3T_b,0,wrong_final_answer;wrong_tool_order,4,4662,1,PL_EN,42,0.0,L3T,b
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3T_c,0,wrong_final_answer;wrong_tool_order,3,3364,1,PL_EN,42,0.0,L3T,c
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3T_d,0,wrong_final_answer;wrong_tool_order,3,3337,1,PL_EN,42,0.0,L3T,d
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3T_e,0,wrong_final_answer;wrong_tool_order,3,3410,1,PL_EN,42,0.0,L3T,e
v3_pllum_2026-07-29__q2_ladder_no_repair,llama-pllum-8b,Q2_K,ladder46,off,e584b38,run.log,v3_ext_L3T_f,0,wrong_final_answer;wrong_tool_order,4,4677,1,PL_EN,42,0.0,L3T,f
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_a,0,unexpected_tool_call;wrong_final_answer,2,1935,1,PL_EN,42,0.0,L0,a
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_b,0,unexpected_tool_call;wrong_final_answer,2,1935,1,PL_EN,42,0.0,L0,b
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_c,0,unexpected_tool_call,2,1935,1,PL_EN,42,0.0,L0,c
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_d,0,unexpected_tool_call,2,1935,1,PL_EN,42,0.0,L0,d
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_e,0,unexpected_tool_call;wrong_final_answer,2,1935,1,PL_EN,42,0.0,L0,e
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_f,0,unexpected_tool_call,2,1935,1,PL_EN,42,0.0,L0,f
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_g,0,unexpected_tool_call;wrong_final_answer,2,1937,1,PL_EN,42,0.0,L0,g
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_h,0,unexpected_tool_call;wrong_final_answer,3,3704,1,PL_EN,42,0.0,L0,h
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_i,0,unexpected_tool_call;wrong_final_answer,2,1937,1,PL_EN,42,0.0,L0,i
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L0_j,0,unexpected_tool_call,2,1937,1,PL_EN,42,0.0,L0,j
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_a,0,wrong_final_answer,2,1985,1,PL_EN,42,0.0,L1,a
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_b,0,wrong_final_answer,2,1998,1,PL_EN,42,0.0,L1,b
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_c,0,wrong_final_answer,2,1975,1,PL_EN,42,0.0,L1,c
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_d,0,wrong_final_answer,2,1981,1,PL_EN,42,0.0,L1,d
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_e,0,wrong_final_answer,2,1995,1,PL_EN,42,0.0,L1,e
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_f,0,wrong_final_answer,2,2000,1,PL_EN,42,0.0,L1,f
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_g,0,wrong_final_answer,2,1991,1,PL_EN,42,0.0,L1,g
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_h,0,wrong_final_answer,2,1992,1,PL_EN,42,0.0,L1,h
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_i,0,wrong_final_answer,2,1998,1,PL_EN,42,0.0,L1,i
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L1_j,0,wrong_final_answer,2,1992,1,PL_EN,42,0.0,L1,j
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_a,0,wrong_final_answer;wrong_tool_order,2,2018,1,PL_EN,42,0.0,L2,a
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_b,0,wrong_final_answer;wrong_tool_order,2,2028,1,PL_EN,42,0.0,L2,b
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_c,0,wrong_final_answer;wrong_tool_order,2,2003,1,PL_EN,42,0.0,L2,c
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_d,0,wrong_final_answer;wrong_tool_order,2,2030,1,PL_EN,42,0.0,L2,d
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_e,0,wrong_final_answer;wrong_tool_order,2,2029,1,PL_EN,42,0.0,L2,e
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_f,0,wrong_final_answer;wrong_tool_order,2,2041,1,PL_EN,42,0.0,L2,f
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_g,0,wrong_final_answer;wrong_tool_order,2,2023,1,PL_EN,42,0.0,L2,g
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_h,0,wrong_final_answer;wrong_tool_order,2,2034,1,PL_EN,42,0.0,L2,h
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_i,0,wrong_final_answer;wrong_tool_order,3,3222,1,PL_EN,42,0.0,L2,i
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L2_j,0,wrong_final_answer;wrong_tool_order,2,2023,1,PL_EN,42,0.0,L2,j
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_a,0,wrong_final_answer;wrong_tool_order,1,976,1,PL_EN,42,0.0,L3N,a
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_b,0,wrong_final_answer;wrong_tool_order,1,1028,1,PL_EN,42,0.0,L3N,b
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_c,0,wrong_final_answer;wrong_tool_order,1,966,1,PL_EN,42,0.0,L3N,c
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_d,0,wrong_final_answer;wrong_tool_order,1,1020,1,PL_EN,42,0.0,L3N,d
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_e,0,wrong_final_answer;wrong_tool_order,1,982,1,PL_EN,42,0.0,L3N,e
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_f,0,wrong_final_answer;wrong_tool_order,1,983,1,PL_EN,42,0.0,L3N,f
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_g,0,wrong_final_answer;wrong_tool_order,4,4702,1,PL_EN,42,0.0,L3N,g
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_h,0,wrong_final_answer;wrong_tool_order,4,4709,1,PL_EN,42,0.0,L3N,h
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_i,0,final_answer_missing;schema_violation;wrong_tool_order,8,10052,0,PL_EN,42,0.0,L3N,i
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3N_j,0,wrong_final_answer;wrong_tool_order,1,1060,1,PL_EN,42,0.0,L3N,j
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3T_a,0,wrong_final_answer;wrong_tool_order,4,4670,1,PL_EN,42,0.0,L3T,a
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3T_b,0,wrong_final_answer;wrong_tool_order,4,4662,1,PL_EN,42,0.0,L3T,b
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3T_c,0,wrong_final_answer;wrong_tool_order,3,3364,1,PL_EN,42,0.0,L3T,c
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3T_d,0,wrong_final_answer;wrong_tool_order,3,3337,1,PL_EN,42,0.0,L3T,d
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3T_e,0,wrong_final_answer;wrong_tool_order,3,3410,1,PL_EN,42,0.0,L3T,e
v3_pllum_2026-07-29__q2_ladder_repair,llama-pllum-8b,Q2_K,ladder46,on,e584b38,run.log,v3_ext_L3T_f,0,wrong_final_answer;wrong_tool_order,4,4677,1,PL_EN,42,0.0,L3T,f
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_a,0,wrong_final_answer,1,911,1,PL_EN,42,0.0,L0,a
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_b,0,wrong_final_answer,1,922,1,PL_EN,42,0.0,L0,b
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_c,0,wrong_final_answer,1,920,1,PL_EN,42,0.0,L0,c
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_d,0,wrong_final_answer,1,920,1,PL_EN,42,0.0,L0,d
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_e,0,wrong_final_answer,1,911,1,PL_EN,42,0.0,L0,e
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_f,0,wrong_final_answer,1,920,1,PL_EN,42,0.0,L0,f
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_g,0,wrong_final_answer,1,911,1,PL_EN,42,0.0,L0,g
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_h,0,wrong_final_answer,1,922,1,PL_EN,42,0.0,L0,h
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_i,0,wrong_final_answer,1,922,1,PL_EN,42,0.0,L0,i
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L0_j,0,wrong_final_answer,1,922,1,PL_EN,42,0.0,L0,j
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_a,0,wrong_final_answer,2,2107,1,PL_EN,42,0.0,L1,a
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_b,0,wrong_final_answer,2,2147,1,PL_EN,42,0.0,L1,b
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_c,0,wrong_final_answer,2,2151,1,PL_EN,42,0.0,L1,c
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_d,0,final_answer_missing;no_json_found,8,9595,0,PL_EN,42,0.0,L1,d
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_e,0,wrong_final_answer,2,2128,1,PL_EN,42,0.0,L1,e
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_f,0,wrong_final_answer,2,2143,1,PL_EN,42,0.0,L1,f
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_g,0,wrong_final_answer,2,2098,1,PL_EN,42,0.0,L1,g
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_h,0,wrong_final_answer,2,1987,1,PL_EN,42,0.0,L1,h
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_i,0,wrong_final_answer,2,2115,1,PL_EN,42,0.0,L1,i
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L1_j,0,wrong_final_answer,2,1985,1,PL_EN,42,0.0,L1,j
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_a,0,wrong_final_answer;wrong_tool_order,2,2143,1,PL_EN,42,0.0,L2,a
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_b,0,wrong_final_answer;wrong_tool_order,2,2161,1,PL_EN,42,0.0,L2,b
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_c,0,wrong_final_answer;wrong_tool_order,2,2130,1,PL_EN,42,0.0,L2,c
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_d,0,wrong_final_answer;wrong_tool_order,3,3475,1,PL_EN,42,0.0,L2,d
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_e,0,wrong_final_answer;wrong_tool_order,3,3552,1,PL_EN,42,0.0,L2,e
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_f,0,wrong_final_answer;wrong_tool_order,2,2173,1,PL_EN,42,0.0,L2,f
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_g,0,wrong_final_answer;wrong_tool_order,3,3477,1,PL_EN,42,0.0,L2,g
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_h,0,wrong_final_answer;wrong_tool_order,2,2166,1,PL_EN,42,0.0,L2,h
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_i,0,wrong_final_answer;wrong_tool_order,2,2179,1,PL_EN,42,0.0,L2,i
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L2_j,0,wrong_final_answer;wrong_tool_order,2,2164,1,PL_EN,42,0.0,L2,j
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L3N_a,0,wrong_final_answer;wrong_tool_order,1,975,1,PL_EN,42,0.0,L3N,a
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L3N_b,0,wrong_final_answer;wrong_tool_order,1,972,1,PL_EN,42,0.0,L3N,b
v3_pllum_2026-07-29__q3_ladder_no_repair,llama-pllum-8b,Q3_K_M,ladder46,off,e584b38,run.log,v3_ext_L3N_c,0,wrong_final_answer;wrong_tool_order,5,8074,1,PL_EN,42,0.0,L3N,c
